date	ouv	haut	bas	clot	vol	devise	
12/01/2024 00:00	4.249	4.249	4.249	4.249	0		
15/01/2024 00:00	4.299	4.299	4.299	4.299	0		
16/01/2024 00:00	4.31	4.31	4.31	4.31	0		
17/01/2024 00:00	4.397	4.397	4.397	4.397	0		
18/01/2024 00:00	4.391	4.391	4.391	4.391	0		
19/01/2024 00:00	4.347	4.347	4.347	4.347	0		
22/01/2024 00:00	4.32	4.32	4.32	4.32	0		
23/01/2024 00:00	4.403	4.403	4.403	4.403	0		
24/01/2024 00:00	4.392	4.392	4.392	4.392	0		
25/01/2024 00:00	4.355	4.355	4.355	4.355	0		
26/01/2024 00:00	4.363	4.363	4.363	4.363	0		
29/01/2024 00:00	4.288	4.288	4.288	4.288	0		
30/01/2024 00:00	4.352	4.352	4.352	4.352	0		
31/01/2024 00:00	4.276	4.276	4.276	4.276	0		
01/02/2024 00:00	4.274	4.274	4.274	4.274	0		
02/02/2024 00:00	4.339	4.339	4.339	4.339	0		
05/02/2024 00:00	4.41	4.41	4.41	4.41	0		
06/02/2024 00:00	4.381	4.381	4.381	4.381	0		
07/02/2024 00:00	4.407	4.407	4.407	4.407	0		
08/02/2024 00:00	4.463	4.463	4.463	4.463	0		
09/02/2024 00:00	4.46	4.46	4.46	4.46	0		
12/02/2024 00:00	4.405	4.405	4.405	4.405	0		
13/02/2024 00:00	4.389	4.389	4.389	4.389	0		
14/02/2024 00:00	4.352	4.352	4.352	4.352	0		
15/02/2024 00:00	4.326	4.326	4.326	4.326	0		
16/02/2024 00:00	4.348	4.348	4.348	4.348	0		
19/02/2024 00:00	4.368	4.368	4.368	4.368	0		
20/02/2024 00:00	4.333	4.333	4.333	4.333	0		
21/02/2024 00:00	4.417	4.417	4.417	4.417	0		
22/02/2024 00:00	4.374	4.374	4.374	4.374	0		
23/02/2024 00:00	4.28	4.28	4.28	4.28	0		
26/02/2024 00:00	4.36	4.36	4.36	4.36	0		
27/02/2024 00:00	4.372	4.372	4.372	4.372	0		
28/02/2024 00:00	4.372	4.372	4.372	4.372	0		
29/02/2024 00:00	4.311	4.311	4.311	4.311	0		
01/03/2024 00:00	4.355	4.355	4.355	4.355	0		
04/03/2024 00:00	4.305	4.305	4.305	4.305	0		
05/03/2024 00:00	4.197	4.197	4.197	4.197	0		
06/03/2024 00:00	4.146	4.146	4.146	4.146	0		
07/03/2024 00:00	4.109	4.109	4.109	4.109	0		
08/03/2024 00:00	4.097	4.097	4.097	4.097	0		
11/03/2024 00:00	4.131	4.131	4.131	4.131	0		
12/03/2024 00:00	4.091	4.091	4.091	4.091	0		
13/03/2024 00:00	4.077	4.077	4.077	4.077	0		
14/03/2024 00:00	4.143	4.143	4.143	4.143	0		
15/03/2024 00:00	4.157	4.157	4.157	4.157	0		
18/03/2024 00:00	4.127	4.127	4.127	4.127	0		
19/03/2024 00:00	4.153	4.153	4.153	4.153	0		
20/03/2024 00:00	4.175	4.175	4.175	4.175	0		
21/03/2024 00:00	4.15	4.15	4.15	4.15	0		
22/03/2024 00:00	4.102	4.102	4.102	4.102	0		
25/03/2024 00:00	4.146	4.146	4.146	4.146	0		
26/03/2024 00:00	4.116	4.116	4.116	4.116	0		
27/03/2024 00:00	4.081	4.081	4.081	4.081	0		
28/03/2024 00:00	4.136	4.136	4.136	4.136	0		
02/04/2024 00:00	4.264	4.264	4.264	4.264	0		
03/04/2024 00:00	4.302	4.302	4.302	4.302	0		
04/04/2024 00:00	4.181	4.181	4.181	4.181	0		
05/04/2024 00:00	4.263	4.263	4.263	4.263	0		
08/04/2024 00:00	4.255	4.255	4.255	4.255	0		
