date	ouv	haut	bas	clot	vol	devise	
12/01/2024 00:00	2.954	2.954	2.954	2.954	0		
15/01/2024 00:00	2.997	2.997	2.997	2.997	0		
16/01/2024 00:00	3.006	3.006	3.006	3.006	0		
17/01/2024 00:00	3.167	3.167	3.167	3.167	0		
18/01/2024 00:00	3.13	3.13	3.13	3.13	0		
19/01/2024 00:00	3.122	3.122	3.122	3.122	0		
22/01/2024 00:00	3.089	3.089	3.089	3.089	0		
23/01/2024 00:00	3.135	3.135	3.135	3.135	0		
24/01/2024 00:00	3.118	3.118	3.118	3.118	0		
25/01/2024 00:00	2.982	2.982	2.982	2.982	0		
26/01/2024 00:00	3.036	3.036	3.036	3.036	0		
29/01/2024 00:00	2.96	2.96	2.96	2.96	0		
30/01/2024 00:00	3.012	3.012	3.012	3.012	0		
31/01/2024 00:00	2.913	2.913	2.913	2.913	0		
01/02/2024 00:00	2.918	2.918	2.918	2.918	0		
02/02/2024 00:00	3.064	3.064	3.064	3.064	0		
05/02/2024 00:00	3.142	3.142	3.142	3.142	0		
06/02/2024 00:00	3.093	3.093	3.093	3.093	0		
07/02/2024 00:00	3.131	3.131	3.131	3.131	0		
08/02/2024 00:00	3.171	3.171	3.171	3.171	0		
09/02/2024 00:00	3.238	3.238	3.238	3.238	0		
12/02/2024 00:00	3.187	3.187	3.187	3.187	0		
13/02/2024 00:00	3.248	3.248	3.248	3.248	0		
14/02/2024 00:00	3.182	3.182	3.182	3.182	0		
15/02/2024 00:00	3.177	3.177	3.177	3.177	0		
16/02/2024 00:00	3.226	3.226	3.226	3.226	0		
19/02/2024 00:00	3.23	3.23	3.23	3.23	0		
20/02/2024 00:00	3.196	3.196	3.196	3.196	0		
21/02/2024 00:00	3.257	3.257	3.257	3.257	0		
22/02/2024 00:00	3.287	3.287	3.287	3.287	0		
23/02/2024 00:00	3.217	3.217	3.217	3.217	0		
26/02/2024 00:00	3.28	3.28	3.28	3.28	0		
27/02/2024 00:00	3.271	3.271	3.271	3.271	0		
28/02/2024 00:00	3.301	3.301	3.301	3.301	0		
29/02/2024 00:00	3.243	3.243	3.243	3.243	0		
01/03/2024 00:00	3.27	3.27	3.27	3.27	0		
04/03/2024 00:00	3.248	3.248	3.248	3.248	0		
05/03/2024 00:00	3.169	3.169	3.169	3.169	0		
06/03/2024 00:00	3.14	3.14	3.14	3.14	0		
07/03/2024 00:00	3.073	3.073	3.073	3.073	0		
08/03/2024 00:00	3.009	3.009	3.009	3.009	0		
11/03/2024 00:00	3.079	3.079	3.079	3.079	0		
12/03/2024 00:00	3.081	3.081	3.081	3.081	0		
13/03/2024 00:00	3.055	3.055	3.055	3.055	0		
14/03/2024 00:00	3.145	3.145	3.145	3.145	0		
15/03/2024 00:00	3.206	3.206	3.206	3.206	0		
18/03/2024 00:00	3.166	3.166	3.166	3.166	0		
19/03/2024 00:00	3.171	3.171	3.171	3.171	0		
20/03/2024 00:00	3.198	3.198	3.198	3.198	0		
21/03/2024 00:00	3.149	3.149	3.149	3.149	0		
22/03/2024 00:00	3.031	3.031	3.031	3.031	0		
25/03/2024 00:00	3.17	3.17	3.17	3.17	0		
26/03/2024 00:00	3.138	3.138	3.138	3.138	0		
27/03/2024 00:00	3.103	3.103	3.103	3.103	0		
28/03/2024 00:00	3.148	3.148	3.148	3.148	0		
02/04/2024 00:00	3.212	3.212	3.212	3.212	0		
03/04/2024 00:00	3.267	3.267	3.267	3.267	0		
04/04/2024 00:00	3.169	3.169	3.169	3.169	0		
05/04/2024 00:00	3.247	3.247	3.247	3.247	0		
08/04/2024 00:00	3.252	3.252	3.252	3.252	0		
09/04/2024 00:00	3.181	3.181	3.181	3.181	0		
10/04/2024 00:00	3.255	3.255	3.255	3.255	0		
11/04/2024 00:00	3.339	3.339	3.339	3.339	0		
12/04/2024 00:00	3.211	3.211	3.211	3.211	0		
15/04/2024 00:00	3.314	3.314	3.314	3.314	0		
16/04/2024 00:00	3.342	3.342	3.342	3.342	0		
17/04/2024 00:00	3.317	3.317	3.317	3.317	0		
18/04/2024 00:00	3.364	3.364	3.364	3.364	0		
19/04/2024 00:00	3.405	3.405	3.405	3.405	0		
22/04/2024 00:00	3.322	3.322	3.322	3.322	0		
23/04/2024 00:00	3.314	3.314	3.314	3.314	0		
24/04/2024 00:00	3.38	3.38	3.38	3.38	0		
25/04/2024 00:00	3.452	3.452	3.452	3.452	0		
26/04/2024 00:00	3.38	3.38	3.38	3.38	0		
29/04/2024 00:00	3.327	3.327	3.327	3.327	0		
30/04/2024 00:00	3.394	3.394	3.394	3.394	0		
02/05/2024 00:00	3.358	3.358	3.358	3.358	0		
03/05/2024 00:00	3.307	3.307	3.307	3.307	0		
06/05/2024 00:00	3.274	3.274	3.274	3.274	0		
07/05/2024 00:00	3.251	3.251	3.251	3.251	0		
08/05/2024 00:00	3.282	3.282	3.282	3.282	0		
09/05/2024 00:00	3.318	3.318	3.318	3.318	0		
10/05/2024 00:00	3.335	3.335	3.335	3.335	0		
13/05/2024 00:00	3.315	3.315	3.315	3.315	0		
14/05/2024 00:00	3.357	3.357	3.357	3.357	0		
15/05/2024 00:00	3.22	3.22	3.22	3.22	0		
16/05/2024 00:00	3.239	3.239	3.239	3.239	0		
17/05/2024 00:00	3.298	3.298	3.298	3.298	0		
20/05/2024 00:00	3.295	3.295	3.295	3.295	0		
21/05/2024 00:00	3.289	3.289	3.289	3.289	0		
22/05/2024 00:00	3.317	3.317	3.317	3.317	0		
23/05/2024 00:00	3.362	3.362	3.362	3.362	0		
24/05/2024 00:00	3.407	3.407	3.407	3.407	0		
27/05/2024 00:00	3.356	3.356	3.356	3.356	0		
28/05/2024 00:00	3.401	3.401	3.401	3.401	0		
29/05/2024 00:00	3.455	3.455	3.455	3.455	0		
30/05/2024 00:00	3.416	3.416	3.416	3.416	0		
31/05/2024 00:00	3.399	3.399	3.399	3.399	0		
03/06/2024 00:00	3.367	3.367	3.367	3.367	0		
04/06/2024 00:00	3.339	3.339	3.339	3.339	0		
05/06/2024 00:00	3.305	3.305	3.305	3.305	0		
06/06/2024 00:00	3.378	3.378	3.378	3.378	0		
07/06/2024 00:00	3.464	3.464	3.464	3.464	0		
10/06/2024 00:00	3.536	3.536	3.536	3.536	0		
11/06/2024 00:00	3.519	3.519	3.519	3.519	0		
12/06/2024 00:00	3.395	3.395	3.395	3.395	0		
13/06/2024 00:00	3.404	3.404	3.404	3.404	0		
14/06/2024 00:00	3.301	3.301	3.301	3.301	0		
17/06/2024 00:00	3.395	3.395	3.395	3.395	0		
18/06/2024 00:00	3.338	3.338	3.338	3.338	0		
19/06/2024 00:00	3.39	3.39	3.39	3.39	0		
20/06/2024 00:00	3.398	3.398	3.398	3.398	0		
21/06/2024 00:00	3.375	3.375	3.375	3.375	0		
24/06/2024 00:00	3.375	3.375	3.375	3.375	0		
25/06/2024 00:00	3.352	3.352	3.352	3.352	0		
26/06/2024 00:00	3.389	3.389	3.389	3.389	0		
27/06/2024 00:00	3.436	3.436	3.436	3.436	0		
28/06/2024 00:00	3.439	3.439	3.439	3.439	0		
01/07/2024 00:00	3.474	3.474	3.474	3.474	0		
02/07/2024 00:00	3.442	3.442	3.442	3.442	0		
03/07/2024 00:00	3.375	3.375	3.375	3.375	0		
04/07/2024 00:00	3.418	3.418	3.418	3.418	0		
05/07/2024 00:00	3.331	3.331	3.331	3.331	0		
08/07/2024 00:00	3.299	3.299	3.299	3.299	0		
09/07/2024 00:00	3.357	3.357	3.357	3.357	0		
10/07/2024 00:00	3.255	3.255	3.255	3.255	0		
11/07/2024 00:00	3.177	3.177	3.177	3.177	0		
12/07/2024 00:00	3.162	3.162	3.162	3.162	0		
15/07/2024 00:00	3.144	3.144	3.144	3.144	0		
16/07/2024 00:00	3.104	3.104	3.104	3.104	0		
17/07/2024 00:00	3.13	3.13	3.13	3.13	0		
18/07/2024 00:00	3.103	3.103	3.103	3.103	0		
19/07/2024 00:00	3.141	3.141	3.141	3.141	0		
22/07/2024 00:00	3.178	3.178	3.178	3.178	0		
23/07/2024 00:00	3.213	3.213	3.213	3.213	0		
24/07/2024 00:00	3.122	3.122	3.122	3.122	0		
25/07/2024 00:00	3.111	3.111	3.111	3.111	0		
26/07/2024 00:00	3.084	3.084	3.084	3.084	0		
29/07/2024 00:00	3.051	3.051	3.051	3.051	0		
30/07/2024 00:00	3.034	3.034	3.034	3.034	0		
31/07/2024 00:00	2.981	2.981	2.981	2.981	0		
01/08/2024 00:00	2.96	2.96	2.96	2.96	0		
02/08/2024 00:00	2.914	2.914	2.914	2.914	0		
05/08/2024 00:00	2.936	2.936	2.936	2.936	0		
06/08/2024 00:00	2.938	2.938	2.938	2.938	0		
07/08/2024 00:00	2.964	2.964	2.964	2.964	0		
08/08/2024 00:00	2.961	2.961	2.961	2.961	0		
09/08/2024 00:00	2.923	2.923	2.923	2.923	0		
12/08/2024 00:00	2.919	2.919	2.919	2.919	0		
13/08/2024 00:00	2.843	2.843	2.843	2.843	0		
14/08/2024 00:00	2.866	2.866	2.866	2.866	0		
16/08/2024 00:00	2.947	2.947	2.947	2.947	0		
19/08/2024 00:00	2.937	2.937	2.937	2.937	0		
20/08/2024 00:00	2.89	2.89	2.89	2.89	0		
21/08/2024 00:00	2.854	2.854	2.854	2.854	0		
22/08/2024 00:00	2.898	2.898	2.898	2.898	0		
23/08/2024 00:00	2.844	2.844	2.844	2.844	0		
26/08/2024 00:00	2.879	2.879	2.879	2.879	0		
27/08/2024 00:00	2.928	2.928	2.928	2.928	0		
28/08/2024 00:00	2.904	2.904	2.904	2.904	0		
29/08/2024 00:00	2.886	2.886	2.886	2.886	0		
30/08/2024 00:00	2.913	2.913	2.913	2.913	0		
02/09/2024 00:00	2.915	2.915	2.915	2.915	0		
03/09/2024 00:00	2.917	2.917	2.917	2.917	0		
04/09/2024 00:00	2.81	2.81	2.81	2.81	0		
05/09/2024 00:00	2.807	2.807	2.807	2.807	0		
06/09/2024 00:00	2.762	2.762	2.762	2.762	0		
09/09/2024 00:00	2.76	2.76	2.76	2.76	0		
10/09/2024 00:00	2.724	2.724	2.724	2.724	0		
11/09/2024 00:00	2.662	2.662	2.662	2.662	0		
12/09/2024 00:00	2.715	2.715	2.715	2.715	0		
13/09/2024 00:00	2.684	2.684	2.684	2.684	0		
16/09/2024 00:00	2.653	2.653	2.653	2.653	0		
17/09/2024 00:00	2.688	2.688	2.688	2.688	0		
18/09/2024 00:00	2.744	2.744	2.744	2.744	0		
19/09/2024 00:00	2.687	2.687	2.687	2.687	0		
20/09/2024 00:00	2.722	2.722	2.722	2.722	0		
23/09/2024 00:00	2.626	2.626	2.626	2.626	0		
24/09/2024 00:00	2.565	2.565	2.565	2.565	0		
25/09/2024 00:00	2.604	2.604	2.604	2.604	0		
26/09/2024 00:00	2.537	2.537	2.537	2.537	0		
27/09/2024 00:00	2.543	2.543	2.543	2.543	0		
30/09/2024 00:00	2.55	2.55	2.55	2.55	0		
01/10/2024 00:00	2.49	2.49	2.49	2.49	0		
02/10/2024 00:00	2.525	2.525	2.525	2.525	0		
03/10/2024 00:00	2.521	2.521	2.521	2.521	0		
04/10/2024 00:00	2.658	2.658	2.658	2.658	0		
07/10/2024 00:00	2.72	2.72	2.72	2.72	0		
08/10/2024 00:00	2.701	2.701	2.701	2.701	0		
09/10/2024 00:00	2.728	2.728	2.728	2.728	0		
10/10/2024 00:00	2.721	2.721	2.721	2.721	0		
11/10/2024 00:00	2.751	2.751	2.751	2.751	0		
14/10/2024 00:00	2.725	2.725	2.725	2.725	0		
15/10/2024 00:00	2.624	2.624	2.624	2.624	0		
16/10/2024 00:00	2.587	2.587	2.587	2.587	0		
17/10/2024 00:00	2.553	2.553	2.553	2.553	0		
18/10/2024 00:00	2.504	2.504	2.504	2.504	0		
21/10/2024 00:00	2.639	2.639	2.639	2.639	0		
22/10/2024 00:00	2.666	2.666	2.666	2.666	0		
23/10/2024 00:00	2.705	2.705	2.705	2.705	0		
24/10/2024 00:00	2.579	2.579	2.579	2.579	0		
25/10/2024 00:00	2.639	2.639	2.639	2.639	0		
28/10/2024 00:00	2.625	2.625	2.625	2.625	0		
