date	ouv	haut	bas	clot	vol	devise	
15/01/2024 00:00	4.087	4.087	4.087	4.087	0		
16/01/2024 00:00	4.103	4.103	4.103	4.103	0		
17/01/2024 00:00	4.206	4.206	4.206	4.206	0		
18/01/2024 00:00	4.186	4.186	4.186	4.186	0		
19/01/2024 00:00	4.156	4.156	4.156	4.156	0		
22/01/2024 00:00	4.132	4.132	4.132	4.132	0		
23/01/2024 00:00	4.202	4.202	4.202	4.202	0		
24/01/2024 00:00	4.208	4.208	4.208	4.208	0		
25/01/2024 00:00	4.156	4.156	4.156	4.156	0		
26/01/2024 00:00	4.162	4.162	4.162	4.162	0		
29/01/2024 00:00	4.088	4.088	4.088	4.088	0		
30/01/2024 00:00	4.138	4.138	4.138	4.138	0		
31/01/2024 00:00	4.058	4.058	4.058	4.058	0		
01/02/2024 00:00	4.053	4.053	4.053	4.053	0		
02/02/2024 00:00	4.124	4.124	4.124	4.124	0		
05/02/2024 00:00	4.208	4.208	4.208	4.208	0		
06/02/2024 00:00	4.163	4.163	4.163	4.163	0		
07/02/2024 00:00	4.186	4.186	4.186	4.186	0		
08/02/2024 00:00	4.235	4.235	4.235	4.235	0		
09/02/2024 00:00	4.262	4.262	4.262	4.262	0		
12/02/2024 00:00	4.201	4.201	4.201	4.201	0		
13/02/2024 00:00	4.218	4.218	4.218	4.218	0		
14/02/2024 00:00	4.14	4.14	4.14	4.14	0		
15/02/2024 00:00	4.136	4.136	4.136	4.136	0		
16/02/2024 00:00	4.165	4.165	4.165	4.165	0		
19/02/2024 00:00	4.174	4.174	4.174	4.174	0		
20/02/2024 00:00	4.139	4.139	4.139	4.139	0		
21/02/2024 00:00	4.223	4.223	4.223	4.223	0		
22/02/2024 00:00	4.19	4.19	4.19	4.19	0		
23/02/2024 00:00	4.097	4.097	4.097	4.097	0		
26/02/2024 00:00	4.169	4.169	4.169	4.169	0		
27/02/2024 00:00	4.176	4.176	4.176	4.176	0		
28/02/2024 00:00	4.177	4.177	4.177	4.177	0		
29/02/2024 00:00	4.114	4.114	4.114	4.114	0		
01/03/2024 00:00	4.149	4.149	4.149	4.149	0		
04/03/2024 00:00	4.114	4.114	4.114	4.114	0		
05/03/2024 00:00	4.003	4.003	4.003	4.003	0		
06/03/2024 00:00	3.945	3.945	3.945	3.945	0		
07/03/2024 00:00	3.905	3.905	3.905	3.905	0		
08/03/2024 00:00	3.906	3.906	3.906	3.906	0		
11/03/2024 00:00	3.922	3.922	3.922	3.922	0		
12/03/2024 00:00	3.892	3.892	3.892	3.892	0		
13/03/2024 00:00	3.863	3.863	3.863	3.863	0		
14/03/2024 00:00	3.939	3.939	3.939	3.939	0		
15/03/2024 00:00	3.963	3.963	3.963	3.963	0		
18/03/2024 00:00	3.954	3.954	3.954	3.954	0		
19/03/2024 00:00	3.976	3.976	3.976	3.976	0		
20/03/2024 00:00	3.987	3.987	3.987	3.987	0		
21/03/2024 00:00	3.932	3.932	3.932	3.932	0		
22/03/2024 00:00	3.908	3.908	3.908	3.908	0		
25/03/2024 00:00	3.958	3.958	3.958	3.958	0		
26/03/2024 00:00	3.919	3.919	3.919	3.919	0		
27/03/2024 00:00	3.885	3.885	3.885	3.885	0		
28/03/2024 00:00	3.923	3.923	3.923	3.923	0		
02/04/2024 00:00	4.057	4.057	4.057	4.057	0		
03/04/2024 00:00	4.095	4.095	4.095	4.095	0		
04/04/2024 00:00	3.971	3.971	3.971	3.971	0		
05/04/2024 00:00	4.054	4.054	4.054	4.054	0		
08/04/2024 00:00	4.065	4.065	4.065	4.065	0		
09/04/2024 00:00	3.974	3.974	3.974	3.974	0		
10/04/2024 00:00	4.006	4.006	4.006	4.006	0		
11/04/2024 00:00	4.103	4.103	4.103	4.103	0		
12/04/2024 00:00	3.981	3.981	3.981	3.981	0		
15/04/2024 00:00	4.079	4.079	4.079	4.079	0		
16/04/2024 00:00	4.152	4.152	4.152	4.152	0		
17/04/2024 00:00	4.113	4.113	4.113	4.113	0		
18/04/2024 00:00	4.116	4.116	4.116	4.116	0		
19/04/2024 00:00	4.145	4.145	4.145	4.145	0		
22/04/2024 00:00	4.08	4.08	4.08	4.08	0		
23/04/2024 00:00	4.085	4.085	4.085	4.085	0		
24/04/2024 00:00	4.218	4.218	4.218	4.218	0		
25/04/2024 00:00	4.236	4.236	4.236	4.236	0		
26/04/2024 00:00	4.147	4.147	4.147	4.147	0		
29/04/2024 00:00	4.073	4.073	4.073	4.073	0		
30/04/2024 00:00	4.112	4.112	4.112	4.112	0		
02/05/2024 00:00	4.087	4.087	4.087	4.087	0		
03/05/2024 00:00	4.062	4.062	4.062	4.062	0		
06/05/2024 00:00	4.032	4.032	4.032	4.032	0		
07/05/2024 00:00	3.994	3.994	3.994	3.994	0		
08/05/2024 00:00	4.029	4.029	4.029	4.029	0		
09/05/2024 00:00	4.072	4.072	4.072	4.072	0		
10/05/2024 00:00	4.092	4.092	4.092	4.092	0		
13/05/2024 00:00	4.089	4.089	4.089	4.089	0		
14/05/2024 00:00	4.116	4.116	4.116	4.116	0		
15/05/2024 00:00	3.987	3.987	3.987	3.987	0		
16/05/2024 00:00	3.985	3.985	3.985	3.985	0		
17/05/2024 00:00	4.036	4.036	4.036	4.036	0		
20/05/2024 00:00	4.052	4.052	4.052	4.052	0		
21/05/2024 00:00	4.047	4.047	4.047	4.047	0		
22/05/2024 00:00	4.054	4.054	4.054	4.054	0		
23/05/2024 00:00	4.125	4.125	4.125	4.125	0		
24/05/2024 00:00	4.104	4.104	4.104	4.104	0		
27/05/2024 00:00	4.064	4.064	4.064	4.064	0		
28/05/2024 00:00	4.12	4.12	4.12	4.12	0		
29/05/2024 00:00	4.223	4.223	4.223	4.223	0		
30/05/2024 00:00	4.192	4.192	4.192	4.192	0		
31/05/2024 00:00	4.173	4.173	4.173	4.173	0		
03/06/2024 00:00	4.09	4.09	4.09	4.09	0		
04/06/2024 00:00	4.101	4.101	4.101	4.101	0		
05/06/2024 00:00	4.051	4.051	4.051	4.051	0		
06/06/2024 00:00	4.12	4.12	4.12	4.12	0		
07/06/2024 00:00	4.153	4.153	4.153	4.153	0		
10/06/2024 00:00	4.286	4.286	4.286	4.286	0		
11/06/2024 00:00	4.28	4.28	4.28	4.28	0		
12/06/2024 00:00	4.15	4.15	4.15	4.15	0		
13/06/2024 00:00	4.205	4.205	4.205	4.205	0		
14/06/2024 00:00	4.134	4.134	4.134	4.134	0		
17/06/2024 00:00	4.164	4.164	4.164	4.164	0		
18/06/2024 00:00	4.119	4.119	4.119	4.119	0		
19/06/2024 00:00	4.171	4.171	4.171	4.171	0		
20/06/2024 00:00	4.174	4.174	4.174	4.174	0		
21/06/2024 00:00	4.176	4.176	4.176	4.176	0		
24/06/2024 00:00	4.193	4.193	4.193	4.193	0		
25/06/2024 00:00	4.175	4.175	4.175	4.175	0		
26/06/2024 00:00	4.242	4.242	4.242	4.242	0		
27/06/2024 00:00	4.282	4.282	4.282	4.282	0		
28/06/2024 00:00	4.312	4.312	4.312	4.312	0		
01/07/2024 00:00	4.346	4.346	4.346	4.346	0		
02/07/2024 00:00	4.313	4.313	4.313	4.313	0		
03/07/2024 00:00	4.239	4.239	4.239	4.239	0		
04/07/2024 00:00	4.25	4.25	4.25	4.25	0		
05/07/2024 00:00	4.186	4.186	4.186	4.186	0		
08/07/2024 00:00	4.139	4.139	4.139	4.139	0		
09/07/2024 00:00	4.233	4.233	4.233	4.233	0		
10/07/2024 00:00	4.106	4.106	4.106	4.106	0		
11/07/2024 00:00	4.04	4.04	4.04	4.04	0		
12/07/2024 00:00	4.053	4.053	4.053	4.053	0		
15/07/2024 00:00	4.006	4.006	4.006	4.006	0		
16/07/2024 00:00	3.967	3.967	3.967	3.967	0		
17/07/2024 00:00	3.981	3.981	3.981	3.981	0		
18/07/2024 00:00	3.961	3.961	3.961	3.961	0		
19/07/2024 00:00	4.026	4.026	4.026	4.026	0		
22/07/2024 00:00	4.017	4.017	4.017	4.017	0		
23/07/2024 00:00	4.027	4.027	4.027	4.027	0		
24/07/2024 00:00	4.063	4.063	4.063	4.063	0		
25/07/2024 00:00	4.053	4.053	4.053	4.053	0		
26/07/2024 00:00	4.031	4.031	4.031	4.031	0		
29/07/2024 00:00	3.972	3.972	3.972	3.972	0		
30/07/2024 00:00	3.973	3.973	3.973	3.973	0		
31/07/2024 00:00	3.921	3.921	3.921	3.921	0		
01/08/2024 00:00	3.907	3.907	3.907	3.907	0		
02/08/2024 00:00	3.913	3.913	3.913	3.913	0		
05/08/2024 00:00	3.94	3.94	3.94	3.94	0		
06/08/2024 00:00	3.907	3.907	3.907	3.907	0		
07/08/2024 00:00	3.969	3.969	3.969	3.969	0		
08/08/2024 00:00	3.964	3.964	3.964	3.964	0		
09/08/2024 00:00	3.907	3.907	3.907	3.907	0		
12/08/2024 00:00	3.912	3.912	3.912	3.912	0		
13/08/2024 00:00	3.838	3.838	3.838	3.838	0		
14/08/2024 00:00	3.834	3.834	3.834	3.834	0		
16/08/2024 00:00	3.9	3.9	3.9	3.9	0		
19/08/2024 00:00	3.891	3.891	3.891	3.891	0		
20/08/2024 00:00	3.868	3.868	3.868	3.868	0		
21/08/2024 00:00	3.846	3.846	3.846	3.846	0		
22/08/2024 00:00	3.887	3.887	3.887	3.887	0		
23/08/2024 00:00	3.852	3.852	3.852	3.852	0		
26/08/2024 00:00	3.874	3.874	3.874	3.874	0		
27/08/2024 00:00	3.947	3.947	3.947	3.947	0		
28/08/2024 00:00	3.917	3.917	3.917	3.917	0		
29/08/2024 00:00	3.943	3.943	3.943	3.943	0		
30/08/2024 00:00	3.96	3.96	3.96	3.96	0		
02/09/2024 00:00	3.98	3.98	3.98	3.98	0		
03/09/2024 00:00	3.936	3.936	3.936	3.936	0		
04/09/2024 00:00	3.862	3.862	3.862	3.862	0		
05/09/2024 00:00	3.867	3.867	3.867	3.867	0		
06/09/2024 00:00	3.939	3.939	3.939	3.939	0		
09/09/2024 00:00	3.948	3.948	3.948	3.948	0		
10/09/2024 00:00	3.934	3.934	3.934	3.934	0		
11/09/2024 00:00	3.877	3.877	3.877	3.877	0		
12/09/2024 00:00	3.886	3.886	3.886	3.886	0		
13/09/2024 00:00	3.862	3.862	3.862	3.862	0		
16/09/2024 00:00	3.816	3.816	3.816	3.816	0		
17/09/2024 00:00	3.828	3.828	3.828	3.828	0		
18/09/2024 00:00	3.894	3.894	3.894	3.894	0		
19/09/2024 00:00	3.886	3.886	3.886	3.886	0		
20/09/2024 00:00	3.903	3.903	3.903	3.903	0		
23/09/2024 00:00	3.863	3.863	3.863	3.863	0		
24/09/2024 00:00	3.819	3.819	3.819	3.819	0		
25/09/2024 00:00	3.883	3.883	3.883	3.883	0		
26/09/2024 00:00	3.83	3.83	3.83	3.83	0		
27/09/2024 00:00	3.803	3.803	3.803	3.803	0		
30/09/2024 00:00	3.801	3.801	3.801	3.801	0		
01/10/2024 00:00	3.725	3.725	3.725	3.725	0		
02/10/2024 00:00	3.774	3.774	3.774	3.774	0		
03/10/2024 00:00	3.816	3.816	3.816	3.816	0		
04/10/2024 00:00	3.842	3.842	3.842	3.842	0		
07/10/2024 00:00	3.905	3.905	3.905	3.905	0		
08/10/2024 00:00	3.898	3.898	3.898	3.898	0		
09/10/2024 00:00	3.9	3.9	3.9	3.9	0		
10/10/2024 00:00	3.875	3.875	3.875	3.875	0		
11/10/2024 00:00	3.884	3.884	3.884	3.884	0		
14/10/2024 00:00	3.88	3.88	3.88	3.88	0		
15/10/2024 00:00	3.803	3.803	3.803	3.803	0		
16/10/2024 00:00	3.742	3.742	3.742	3.742	0		
17/10/2024 00:00	3.745	3.745	3.745	3.745	0		
18/10/2024 00:00	3.708	3.708	3.708	3.708	0		
21/10/2024 00:00	3.858	3.858	3.858	3.858	0		
22/10/2024 00:00	3.893	3.893	3.893	3.893	0		
23/10/2024 00:00	3.879	3.879	3.879	3.879	0		
24/10/2024 00:00	3.809	3.809	3.809	3.809	0		
25/10/2024 00:00	3.85	3.85	3.85	3.85	0		
28/10/2024 00:00	3.84	3.84	3.84	3.84	0		
29/10/2024 00:00	3.899	3.899	3.899	3.899	0		
30/10/2024 00:00	3.929	3.929	3.929	3.929	0		
31/10/2024 00:00	3.958	3.958	3.958	3.958	0		
01/11/2024 00:00	3.98	3.98	3.98	3.98	0		
04/11/2024 00:00	3.958	3.958	3.958	3.958	0		
05/11/2024 00:00	3.964	3.964	3.964	3.964	0		
06/11/2024 00:00	4.025	4.025	4.025	4.025	0		
07/11/2024 00:00	4.046	4.046	4.046	4.046	0		
08/11/2024 00:00	3.97	3.97	3.97	3.97	0		
11/11/2024 00:00	3.906	3.906	3.906	3.906	0		
12/11/2024 00:00	3.93	3.93	3.93	3.93	0		
13/11/2024 00:00	3.925	3.925	3.925	3.925	0		
14/11/2024 00:00	3.861	3.861	3.861	3.861	0		
15/11/2024 00:00	3.861	3.861	3.861	3.861	0		
18/11/2024 00:00	3.883	3.883	3.883	3.883	0		
19/11/2024 00:00	3.86	3.86	3.86	3.86	0		
20/11/2024 00:00	3.891	3.891	3.891	3.891	0		
21/11/2024 00:00	3.874	3.874	3.874	3.874	0		
22/11/2024 00:00	3.839	3.839	3.839	3.839	0		
25/11/2024 00:00	3.792	3.792	3.792	3.792	0		
26/11/2024 00:00	3.778	3.778	3.778	3.778	0		
27/11/2024 00:00	3.729	3.729	3.729	3.729	0		
28/11/2024 00:00	3.67	3.67	3.67	3.67	0		
29/11/2024 00:00	3.619	3.619	3.619	3.619	0		
02/12/2024 00:00	3.59	3.59	3.59	3.59	0		
03/12/2024 00:00	3.575	3.575	3.575	3.575	0		
04/12/2024 00:00	3.544	3.544	3.544	3.544	0		
05/12/2024 00:00	3.517	3.517	3.517	3.517	0		
06/12/2024 00:00	3.528	3.528	3.528	3.528	0		
09/12/2024 00:00	3.519	3.519	3.519	3.519	0		
10/12/2024 00:00	3.531	3.531	3.531	3.531	0		
11/12/2024 00:00	3.524	3.524	3.524	3.524	0		
12/12/2024 00:00	3.627	3.627	3.627	3.627	0		
13/12/2024 00:00	3.686	3.686	3.686	3.686	0		
16/12/2024 00:00	3.702	3.702	3.702	3.702	0		
17/12/2024 00:00	3.685	3.685	3.685	3.685	0		
18/12/2024 00:00	3.725	3.725	3.725	3.725	0		
